date,SYN01,SYN02,SYN03,SYN04,SYN05,SYN06,SYN07,SYN08,SYN09,SYN10,SYN11,SYN12
2012-05-15,128.7276554344,152.3727414668,50.9922059340,61.3282142194,58.4051650560,149.5752327048,96.8569036240,116.1458167522,109.3143362324,88.6169978033,136.5458313744,91.7894407473
2012-05-16,131.5355239171,152.9341600673,50.8036604849,61.2575653470,58.7407646638,150.8333495312,95.2160793096,116.2479469677,110.9885377079,87.4581835311,136.7111185519,92.6149664469
2012-05-17,133.7788400229,151.2996963202,49.4148281222,62.0604455027,58.3698254841,149.5822924265,93.3520350077,115.9052941449,109.9768805565,89.3681985033,136.1483620981,94.8323805379
2012-05-18,136.5750486341,153.2935074824,49.1042207470,60.3621136870,57.9661952906,149.1998389550,93.3722265951,117.0980381023,109.2541023808,88.6876621270,134.0906743074,95.4391768009
2012-05-21,138.7088115801,150.9329112031,47.9711228997,59.0162549490,57.9213286315,148.4932773065,93.3277260861,117.3783755509,111.3192674682,89.7520160348,135.1628534515,96.8587342216
2012-05-22,137.9605566932,150.2724268668,47.4309514050,60.1065919275,56.3468211402,146.4759139583,94.1643307789,116.5317695765,111.5650375274,90.2240018568,138.6128464418,97.7464616425
2012-05-23,135.9757162989,151.7021764803,47.6236062979,58.3813860148,56.7136822964,145.5806171596,94.1435964840,116.5688011305,113.0148997700,90.2572715749,137.1700707669,98.6074749441
2012-05-24,138.9596748464,151.8145512071,47.4250938349,58.2567376057,55.3082054740,147.6592784653,92.9463541779,114.9129172620,114.3280205392,90.0266650113,135.0927900831,98.9961688393
2012-05-25,139.3973974589,148.9739977422,46.0375709494,56.1442914782,55.4337694180,148.0221787772,92.3524616174,114.4969608049,112.0832678448,89.4093706670,138.5891174421,100.5983248137
2012-05-28,136.1439913568,147.9681809478,45.7972494156,56.3883376988,54.5938054978,146.6554807943,91.6032724805,114.6781649034,111.3143574731,89.3086375558,139.1152228310,101.4226197575
2012-05-29,137.6928956624,145.0080925973,45.7322171442,56.8736786944,56.2032106106,147.6594548409,90.8124517299,113.8571470712,111.3081425461,89.4139772453,141.5379311327,102.0906956363
2012-05-30,135.7214737443,145.3230748391,45.1648815788,57.8081917102,56.9151257381,142.6240929610,92.2938200755,111.8755638132,109.4599331610,89.0209949612,137.6409864492,100.5164101985
2012-05-31,138.1319893459,143.1129058420,45.6718267801,57.4361003253,56.7449112474,139.3459179897,90.8015887299,108.7784552969,110.2002488643,89.3583956177,140.5447922992,101.6606241546
2012-06-01,136.0047649561,145.1580206735,46.0256155038,56.7208976408,57.4609204644,139.5364876985,87.9551927058,108.9642125356,112.0797348527,89.4278135440,137.7889820777,100.6538004961
2012-06-04,135.8856385776,144.3882160703,46.0342199519,58.7564510392,57.2484786914,139.0841870129,89.6621135838,109.3359095381,111.7560501970,88.3876059429,139.8661286402,99.7286739570
2012-06-05,135.7794974416,143.3126832506,44.8715265876,60.8257004708,55.9728318893,142.1344301410,92.2112490519,111.4180520088,111.2566882197,88.8675332760,140.2837752674,101.6515012034
2012-06-06,137.5267581788,143.4649088800,44.3695734024,60.5248803781,56.9294668107,142.7577179603,93.1238972942,115.0648331624,111.9391812060,89.0204595810,143.2939267154,100.5158034795
2012-06-07,136.4214901794,139.0374747517,45.3199356881,60.2847272509,56.2314332949,147.3390492428,91.2684914982,116.1037906422,111.7632097570,90.8745384225,141.6590057693,102.8158961529
2012-06-08,134.4622652927,138.2479785705,45.2707599923,62.0205287242,55.6395925349,147.4039975174,93.3709474622,116.6468977802,109.8077326080,91.9612538804,141.3278111055,101.3655617674
2012-06-11,132.8859004845,138.3117649905,45.0624205244,60.6373245996,55.0216875104,148.5931170619,94.7815387589,116.9038062327,110.8590679384,91.2814868395,137.7411116868,101.1639218301
2012-06-12,132.5257597295,139.8659223375,44.8131529442,58.9646005132,54.8885207388,147.6906200174,92.4671808500,116.1990327534,109.5676894365,92.3858805152,138.6019658168,97.7268909317
2012-06-13,131.0018404783,138.5825915180,44.6942921081,59.0222772113,54.7562334743,151.6703709158,92.1767548024,117.5628143550,107.2832485730,92.6830249423,140.2882934112,96.7955773706
2012-06-14,130.8243573544,137.4496424570,43.9279971345,58.4030240555,55.1269447410,149.9434256587,92.7202391330,119.2673545410,107.2284175888,93.5919376146,137.1105511498,98.5430988066
2012-06-15,130.4898268464,138.5018372795,43.9941407964,56.1366128155,56.5452757475,151.3585338617,92.8326648145,120.9745766218,107.8976985132,95.8666547023,133.7045561453,99.6071011022
2012-06-18,131.5258481889,140.6541223906,44.2616048046,56.9899717195,55.9056922345,157.5170724824,92.9129095562,122.1824404161,106.6275646778,95.8539481303,132.8877732496,99.3624357307
2012-06-19,129.7008740484,140.0220294952,44.3128794956,57.6040240378,56.2213853853,156.6742397061,93.0350140701,122.3735448211,106.3614694933,95.3076018588,132.1454018691,97.3234683639
2012-06-20,129.7672305086,140.4760890238,43.2257729958,56.9856738675,56.1916815861,158.6805422174,93.7259621337,119.1661025127,106.4004597023,94.8551485243,129.1050420779,99.4991313016
2012-06-21,128.8797409143,139.0201314532,43.7372995549,55.6238769377,54.7638769737,161.9872999331,92.9490028702,119.5785404090,106.4311738063,95.1964999310,130.6659257083,99.1681645938
2012-06-22,128.6088004218,139.1239458570,42.9223889203,55.3366346938,54.9044954735,159.4602617363,92.6093226161,120.2175831664,107.2124198887,95.8245670340,132.3461493739,98.0877995894
2012-06-25,126.4761485835,136.1492332782,43.2027075048,53.9988300260,54.5333408047,157.6833890636,91.0557345534,118.0548586873,105.7715874810,95.3610622638,130.5307981760,99.6657631758
2012-06-26,127.3421116109,136.8953552773,43.9808494584,54.0443128601,54.4304274235,158.4161896467,90.4710394031,118.7957600544,101.7452534808,95.1273957115,133.6124190697,97.7938510763
2012-06-27,126.0620330626,134.7140134234,43.8700023432,53.5718282673,53.5511980968,163.8745734051,92.3488015746,118.9211085409,101.5352551722,96.0774626993,137.7488938122,98.0393825262
2012-06-28,127.1316094141,132.5600170527,44.8878110086,55.1715692822,54.0965111307,161.3809637351,92.6396789003,119.7672173455,102.0026355747,94.2614370670,136.9232986771,99.2422785863
2012-06-29,126.2213109636,134.3707304190,45.1649628749,56.5014762365,54.1222980347,157.4601397571,92.5777914327,122.3573653347,102.7188294908,95.9143212465,135.0361608609,102.5317041089
2012-07-02,122.6239123315,136.4333313425,45.0300098367,56.4962499460,54.9217983307,156.9810809410,91.5431303434,124.4192471258,101.4510564493,96.7336972851,137.5244733759,102.0029689977
2012-07-03,118.9022581250,137.3448172491,45.4719461224,56.9645396210,54.8274090547,155.1899864992,91.6628045625,125.8438575059,101.6376001279,96.4286035306,136.1737729525,103.6833612268
2012-07-04,118.7034960929,137.2954297709,45.6890759522,56.1628699325,54.5346782941,154.4718106147,89.3766998518,123.4271485748,100.9088037417,94.8068357819,136.2516946735,100.7795571711
2012-07-05,119.0304313043,139.0697034087,45.6761262296,57.4311845503,54.0684379376,160.3009557997,87.4411774903,123.0488130452,99.0010196553,94.5719574245,136.1253848856,98.6150113711
2012-07-06,119.6739683294,139.1724177372,45.3335360046,57.7068009563,54.7347036889,158.6125453938,88.5607117240,120.6936124372,99.6847296157,96.4799427166,136.7403614441,96.6424119213
2012-07-09,120.1907190934,137.4336093713,45.8831904863,58.6638123340,54.9500467181,156.8052447424,87.1782373718,119.9842806961,99.8442877484,97.5868577496,136.8319253195,93.0143250527
2012-07-10,123.0678571252,137.4327087273,46.2631735631,56.9670040103,55.3588835116,154.1889225594,88.3647597959,121.2930531410,100.3014106558,97.5476860127,140.1862067963,91.5719952457
2012-07-11,125.8851878911,134.4627579859,46.0331009943,56.9484108343,55.4298780726,151.3542002231,85.2619969673,121.6808032742,100.9057866996,99.2464020555,138.8253131893,90.4352662075
2012-07-12,126.2989694897,136.6690479569,46.0389598345,56.5465235575,55.8276399668,150.6767829717,86.4281529642,124.5370090580,99.9338190411,98.8516059630,140.6728403483,89.5345413834
2012-07-13,126.0475044056,137.8458403542,45.8616472925,55.8204866600,55.2573958136,152.7982853799,86.7334005521,123.7160990470,100.5761714200,100.3258134725,142.0767932550,87.4633165330
2012-07-16,126.8909105469,139.5940448917,46.4501096449,54.7121199615,54.3169862777,151.0442821085,85.6621641886,123.2047171083,101.4824906757,100.6733049546,143.4607532449,87.0991595294
2012-07-17,126.2873234624,142.5622953149,46.5047667321,53.9541751593,53.5909715221,151.3617490478,83.6776774272,121.2891172423,99.0742029147,99.7956162921,144.3625715068,85.6505625904
2012-07-18,127.6113159814,143.4429420905,46.1913804743,54.2985532082,54.5549025050,152.0665760586,83.4862862517,122.5813778707,100.1886121035,101.0871368716,141.5375557176,86.1622728005
2012-07-19,128.3893929470,145.5422308620,46.1824593049,51.9708907977,56.1425444790,146.1463056179,81.9663019352,121.6019824884,101.0488351731,100.5798979730,141.0555217776,83.0739502229
2012-07-20,128.3329997034,142.3141281900,45.5312846548,49.5093102498,57.5271569198,148.9678320709,83.2676142996,121.7666998548,99.5728075657,100.3374678271,143.2170793805,85.1656356199
2012-07-23,130.1016482826,142.9090088841,45.4550193354,48.8539465561,57.7926930514,151.2245934190,84.4295526311,119.8214336060,99.5779610451,101.1016762060,140.8944553045,84.7396078935
2012-07-24,130.0570405269,142.4063310178,45.3240698271,48.7936960157,57.5162234482,156.7547924864,82.8959705074,117.0375413601,98.9694743507,101.4500440576,138.7954710219,84.6520737063
2012-07-25,127.3912082684,139.8839871929,45.4041733766,48.3528095200,57.8776954869,160.8704897506,82.9308324524,115.9745256244,98.4550898214,101.0035652696,138.6449718269,87.3585949581
2012-07-26,128.2568116147,139.5064929745,45.7071356536,50.3061831688,57.3237703832,156.3721235357,81.7550037033,114.6995180940,97.7230597525,102.7763865622,139.4510673162,84.7618538888
2012-07-27,128.0757698626,140.2267999767,46.3248951163,49.4926829447,55.5725843650,158.9651865217,83.5341292940,113.6777298522,96.7453339584,106.0362254206,139.4396504501,87.7542651873
2012-07-30,124.6480636635,138.9762636047,46.8099383599,50.2785675497,56.0501182400,162.9466900325,85.4411858524,112.7393208208,95.0986342654,105.3398955901,138.6281881435,87.0066940918
2012-07-31,125.8252894000,138.0777352654,46.5537605797,49.8321033870,55.9745023426,164.9397301613,83.6350191804,111.0212480908,97.0391847574,109.1577106963,141.2755226533,87.3876495783
2012-08-01,125.6550523996,136.1703972416,45.9293363622,49.3440732751,56.5413407969,163.0077980196,85.4754960770,111.0450738569,96.4178788301,105.7949277396,138.6973978130,86.0254694694
2012-08-02,127.5041574916,135.1990196798,45.9060664269,48.6185830210,55.5065001674,168.5476216217,85.4932503919,111.9767416666,98.2513593667,103.3279824543,140.6484700902,86.8458744008
2012-08-03,129.2821917572,135.0810234307,46.4454211040,48.6120446778,56.0523076430,163.5661388722,87.5446972646,111.7741829365,97.0631965210,106.5379700102,141.3255287891,89.9128093791
2012-08-06,126.2010988899,135.4646799216,45.9669995394,48.9903408744,56.5770298913,165.6360315311,84.2553486642,111.5670277970,99.1203968506,108.3030801195,140.6547347167,89.3024550924
2012-08-07,127.0726822807,133.3104988928,46.4995996734,50.9744676088,56.2894000094,166.4003038534,83.2200628872,110.3199267634,98.0966789603,107.8022242358,141.6477178895,88.4014836407
2012-08-08,126.5699070003,135.7993339987,46.2041466906,50.1766337626,55.8570376262,164.0411944699,83.5204933058,109.3543624873,98.3142197765,108.9391432687,141.6771136926,90.7975218598
2012-08-09,129.9510238350,137.7292270384,47.0118232615,49.8765258080,55.6250755781,161.4613652061,81.0845235342,106.8539863162,98.1237036473,107.9999612208,143.3185940108,89.0910327161
2012-08-10,131.0327843237,136.9845344694,46.6862794609,50.9983522022,54.9316782555,163.0932232109,82.8874895181,103.5117127693,97.3475158385,108.0146266076,146.1604038893,85.1585793062
2012-08-13,130.7778122330,137.9117436919,47.0815016314,51.7539209168,52.5865520243,161.4453048434,82.2153376183,103.2674989520,97.4387692031,106.8653534552,145.8380181257,84.3334156379
2012-08-14,132.2228695704,135.7890691772,46.1070661917,52.2396992431,52.5549043872,164.3283708385,81.4859646202,104.8225001451,96.9079927944,106.1698164547,149.3505198972,83.4485905439
2012-08-15,133.6640469499,135.4468581493,45.9167558042,52.9661845433,53.2146182316,164.6482502243,80.8242868521,106.5715777373,95.7060447540,108.0228922625,147.8449009332,83.7746239044
2012-08-16,134.5244689687,134.0607993163,44.9841938765,52.5580785081,53.5950655577,163.9902016543,79.8446412578,105.5771200581,95.6275210796,107.3327748089,144.2992073476,85.6248445779
2012-08-17,133.5744132023,136.6863838023,45.0942203415,55.6119155804,54.7697430450,159.5507548448,79.5705877237,108.4453882699,97.7910652314,107.5520742832,141.5886950458,88.4675868710
2012-08-20,131.6220965614,137.5364783006,44.9096426405,54.4224924039,54.8177627124,158.3625324053,78.5261400062,107.8306635018,97.6101704186,107.3650381769,144.1206863114,88.4013448090
2012-08-21,132.6825218992,136.8206535406,44.0110644350,52.2541795551,55.8546896163,153.9522341367,80.0932426837,108.4943263236,97.1945445037,108.4371321978,146.6216825563,84.1471432927
2012-08-22,130.9701820128,135.5447972222,44.2927240876,52.7356843716,56.3540344389,150.9637096462,79.8323027089,107.5923218450,97.3658595972,108.6926966862,145.3776663215,84.4215442107
2012-08-23,131.5204583212,135.3521015200,44.6124287508,52.5852422715,56.6867209346,148.4836659787,82.7871313552,107.2453577527,95.9637033369,109.0912399804,143.8932869470,86.9537228822
2012-08-24,134.2076668185,137.1723614504,44.6082943379,52.5264722347,55.4877805026,147.7244360747,80.6740118421,106.3488015978,95.2869586800,108.5868946614,142.2600324770,86.5980451076
2012-08-27,134.2963150911,135.9683341108,44.2578387412,51.5319159518,56.2977047163,147.1315703365,81.6445336638,106.2045686864,94.9976704330,109.7670389371,146.1627672152,86.1015380973
2012-08-28,137.0038447069,135.8518325497,44.0713270693,49.7550844913,56.7223624516,146.5510869903,79.3450199523,105.8901125973,94.9055609831,110.4525564916,150.4669550742,85.0891364068
2012-08-29,135.3906222709,137.4428613661,43.9503848492,49.6293915390,55.7158572571,143.4594227637,77.9268158951,106.9823153239,94.6755097558,111.5594838232,155.5309774644,87.8000742785
2012-08-30,135.9098556400,138.3935215405,44.0140578295,50.7884677959,54.8390748760,141.7632788352,76.5596128184,106.3639967626,94.9195560611,110.9569938431,151.1675953923,87.3144637056
2012-08-31,134.6869499700,138.1426481651,43.9403955166,50.7595074729,53.9471934357,144.1858317841,76.4110616075,107.9525866411,96.2317029728,110.4738082371,154.3150802289,88.2981470078
2012-09-03,135.4612996071,140.7768263606,43.5839017401,51.2678387540,53.9081299105,145.1452999909,74.1676120969,107.4958323855,95.5877343418,110.9928335356,154.8802914489,87.4326968881
2012-09-04,134.2310358539,141.2022015040,42.7532649446,52.7319611544,53.4278594701,139.9956476680,75.9442752002,109.0467615232,97.6423902677,110.9852775167,157.1127374447,86.5868810966
2012-09-05,134.4427436635,137.1684862455,42.9332134693,52.3530040422,53.1543374606,140.7248904200,74.6774991226,108.9933047437,97.2201133145,110.7871012201,154.1612041350,84.8049306805
2012-09-06,132.5904708928,138.7645393820,42.9704377615,54.9931300691,52.5098486857,141.9355858737,76.5834934044,106.5400392154,96.7348167635,110.5193721716,151.3870816389,82.6119639537
2012-09-07,131.4878270267,138.8749040150,42.2869437289,54.8467205077,52.7059623080,143.4977671176,77.6889015507,106.4082477030,94.8908190879,111.4504598917,154.0630229312,82.4717585912
2012-09-10,130.4976497936,138.1929649250,42.2770476925,53.6825278229,50.8222823878,146.3411315573,78.8428640089,108.0475927912,93.7499808672,112.4026434308,152.2912641721,80.3663854978
2012-09-11,128.9710607671,138.8728385624,41.4020686853,54.1228262719,50.5664172691,152.6638236689,79.1387269590,106.4195361155,93.5621853740,112.0710808342,153.0144704909,81.5657198105
2012-09-12,131.2986569535,141.0016752783,41.0738716333,53.3102688621,50.8212452477,152.3765168481,80.7363067047,106.1514583716,92.6895609457,113.1194461097,152.5893407554,81.3096891087
2012-09-13,132.2541315977,142.5728039625,41.2899321864,52.7609671993,50.4925360614,152.4590078833,82.0642076614,102.7738473620,90.2185727329,112.7057249439,159.1334841541,81.6836120007
2012-09-14,133.4033449977,142.4082742543,41.1342423887,53.4864611573,52.0174973636,147.0073767548,83.2710237353,102.2315001668,93.1937405165,113.0391336423,158.9419973661,82.5049324569
2012-09-17,134.7786946190,143.8749666897,40.6149145195,52.4227403940,52.6442435683,144.3691936784,81.4475398700,102.9052343823,93.6605674315,112.9950799876,161.7039352028,82.5925106904
2012-09-18,135.6005735841,143.9747522282,40.3705063342,55.5397135103,52.7441818761,143.8751550505,80.0485371855,99.1617673610,92.6370833880,112.2099232070,161.6452454209,84.2323482949
2012-09-19,136.1126607112,143.9017331876,40.3361292975,52.9048772178,52.7402219444,145.3380798909,80.3564338119,99.4032085845,92.2208118104,113.2202629636,160.7998866429,86.0568951073
2012-09-20,134.4295854676,148.3796223213,39.9365443052,52.0302118032,52.9246457271,145.6979999829,81.0269412269,103.8716689948,92.3652671728,113.6593646640,162.7786516296,85.3241277915
2012-09-21,134.6698590738,146.9141539115,41.1054064894,53.0060198479,52.1473358941,146.3276001577,82.7776834199,103.0812447648,93.5676486231,116.5531292753,163.4736235268,82.3569917300
2012-09-24,135.0150263435,149.0147918689,40.8415765940,54.4387268599,51.5453148195,147.0635062462,82.1334672393,103.6744500322,91.6346509684,117.9429642386,164.3880941149,82.3382443463
2012-09-25,136.2654366883,149.0213773621,40.2161884530,53.3073290840,51.7805386921,150.6897367819,82.4622379332,100.9035710787,91.3142929274,116.4972306918,165.4792126122,83.4929391242
2012-09-26,133.5759464400,148.1502622375,40.3847853198,54.7716929501,52.2315809914,148.7927288221,81.3781558272,102.7132072647,90.8603493185,116.0295628096,163.9211806645,86.1490384636
2012-09-27,134.4971337803,150.0845441817,40.7746224990,55.3371501389,53.9256681550,149.1272509106,79.4882210068,100.5307670831,91.2509490405,114.7180763514,163.5887537116,87.1387872624
2012-09-28,136.6494695652,149.5997299211,40.0676457782,55.9672440692,54.2692435915,148.9654666883,80.1302796879,100.8364589624,88.5936622207,114.1491025022,159.9127402437,83.3856999985
2012-10-01,136.8415548488,151.8346614271,40.2423444294,56.4250238238,55.0152152850,148.2521068708,80.0627100792,98.3197895666,88.4541906861,115.3609331432,163.5209525100,83.8419697820
2012-10-02,135.6601708794,156.6987112561,40.7036990676,56.8713594360,53.7312996376,148.9442251728,80.2118486704,100.3695432674,87.5647784257,115.7561100585,163.0753472331,82.0489964059
2012-10-03,136.9932767715,159.7923826507,40.5917488496,57.1103042865,55.0782251173,147.6512248104,82.0707097476,101.2157521547,86.3722842747,117.2943346849,161.2855654959,80.3772529144
2012-10-04,136.1423297058,159.6279391370,40.4186917899,55.6478150706,56.1812535393,145.1100395986,81.2858520588,100.5866578907,88.7929139463,118.0339725217,164.5926450218,81.0549438526
2012-10-05,140.9556851764,158.6136464456,40.9919568088,56.2664597407,56.2699303665,145.5598952563,82.0211400097,98.0404047617,89.7922296065,119.6991739364,165.7522938890,82.4878935071
2012-10-08,145.6424931032,159.2994134865,41.1594409460,55.7735256856,54.8712349060,145.4467015018,81.5782038105,96.5384297882,91.5461423680,119.5707724571,163.0541417645,83.8659759958
2012-10-09,147.3500366038,156.9204378917,40.9026512983,54.2425622041,54.5100248167,146.4056229388,82.6893669557,97.5908240205,91.6646047109,119.6818823485,167.9181416281,81.9350940453
2012-10-10,146.0611848963,156.1479188392,40.9807030177,54.0217623124,54.1299949294,150.7019296977,83.1258299899,98.5840296221,89.5948432831,120.0815910710,167.2964886864,82.3160420943
2012-10-11,142.9608157496,154.9157420799,40.5954281970,54.4663925141,53.2744894952,151.6555386412,84.8265543974,99.9180229652,89.3844367324,119.7301446091,167.2184567890,81.7932336964
2012-10-12,142.0440468946,156.0641866247,40.4492183691,54.4930826403,51.7837512656,153.6847937971,84.8358079308,100.6048561327,89.1324404038,119.2352031756,166.7746094408,79.6081032685
2012-10-15,145.1597181904,156.8885090994,40.2843425887,57.0437919163,52.6517346087,154.1674280348,81.6504625528,101.8959782172,88.1808617296,119.2796957843,164.7630261878,79.6553221225
2012-10-16,145.7236580316,158.0016188385,39.8760122511,57.0264296028,54.1008626179,150.9005504335,83.9677640658,103.3395189504,88.3225778763,119.1303314615,160.8919591755,78.9986147691
2012-10-17,146.3740445153,156.6067675030,40.6119119942,56.5315546462,54.9741500059,154.8766563794,84.3481736789,105.2156037969,87.9764862698,119.5696894163,163.6636934765,80.2537168198
2012-10-18,150.9489238428,154.5105608694,40.6093898949,56.2916774887,55.7498941596,151.4583537637,87.2278020562,105.9022656893,87.0610915567,121.2360460844,163.1004537991,79.3726242590
2012-10-19,148.6682109541,152.5912799091,40.8414680891,57.4305239447,56.4538927957,154.3670437008,87.7746157204,108.1490437775,88.7366741168,123.6951537165,165.3936455216,80.4607557032
2012-10-22,146.9475336547,157.3364244848,40.6764682283,56.3527357151,56.8713494573,155.2518536631,86.1009529514,106.4936363456,89.0332236659,123.4952801435,166.2908205113,78.8944640952
2012-10-23,146.5112951032,157.9974951251,40.4245125793,56.2923144851,57.9410653005,154.6290174062,86.3607831708,104.2342094819,90.1958544446,122.1729062050,162.7019725289,77.6638900409
2012-10-24,145.5247633072,158.3782666112,40.6323426367,54.1336592801,56.5078024072,160.8461253397,84.2951186751,105.7155547285,92.7993986278,122.3663345098,167.3301367713,80.2318044615
2012-10-25,147.0387998037,159.4665149388,40.4710587609,53.8086715628,54.5077558892,158.9399837457,82.0237129323,105.5751206887,94.2374131192,123.8354717879,170.3251686293,78.8500520069
2012-10-26,146.4838562017,166.6798515040,40.6306515249,54.4958695432,53.8544399043,157.8416403713,82.3012152880,105.5516826394,96.2886527679,125.0412414976,174.7227865312,76.5175062771
2012-10-29,144.5767369815,166.0120465741,41.6987504323,56.2203895031,53.9466490405,152.8580564050,81.8334012353,104.9277113729,95.8581409723,124.7440832773,179.6153143022,75.9533015755
2012-10-30,144.3699688093,171.6135197934,41.5752822188,55.6767053470,54.2281416392,148.4454033426,79.6182667534,103.9099429606,97.7646822393,123.2436624892,180.2712167696,75.2292704452
2012-10-31,143.9861929704,168.3422661111,41.3968369416,54.3997614811,55.4325369740,152.9944977846,79.8274920763,106.1621398566,95.7661577179,123.4269705448,180.9885101660,76.1197203406
2012-11-01,142.8243142502,167.8666850133,41.3064548281,52.6712026169,57.1366385569,155.4594995220,80.4455949932,109.1008019354,96.9089845507,124.8486097547,184.8938590903,76.6778926583
2012-11-02,146.4955785160,164.8141565365,41.5262089246,52.5951521748,54.7558727840,155.3011442571,80.8885980959,107.7108153248,97.8824560235,124.1005514392,180.5466149873,77.6497802972
2012-11-05,148.2115018990,164.8047476318,41.1641546658,50.5402757875,55.4561907429,155.8484685743,81.3333367515,107.0961223341,98.7479316830,124.2286963308,179.9024187460,80.6169254566
2012-11-06,150.2609729206,167.8073235278,41.8156282374,50.9796001985,55.3122413023,157.7398604739,83.0477946223,107.8336691693,99.7549870627,124.6525884701,182.2834878381,81.9518844862
2012-11-07,151.7739922947,168.8237960111,41.7998434153,49.5347178991,56.2938033618,155.0702070680,81.1339592031,104.9266056309,101.8747337062,123.7170990809,187.9138852837,81.9950948452
2012-11-08,153.8738484556,168.8809383408,41.6478387444,50.0118599440,55.9271766556,157.3226683415,80.4426201701,105.7706163025,104.9106054343,124.2878808961,187.6881523631,79.9116792062
2012-11-09,155.7079704916,166.2761262761,41.6272170982,50.4588757772,55.1629023608,161.3222753174,79.4594108816,104.9636371642,105.0174221718,124.3604496456,188.8180257645,80.9001367025
2012-11-12,154.9756914353,164.6655774758,41.8922326681,49.6567048545,54.7171482079,162.8817134471,79.7321590275,106.0040554221,104.0842869364,124.5961081198,183.8502537837,79.8749506744
2012-11-13,154.7467286733,164.4407992074,42.1006462269,50.5814027436,55.3373114494,159.5385149232,79.2110318872,109.1673414945,103.0351415682,125.1819610612,182.5599871246,78.2796802543
2012-11-14,157.0568532602,163.3450331478,42.7224874211,52.4352850146,56.5637461826,161.3884797080,80.9826210741,108.9005474642,103.8512262875,125.4485605083,186.0770921972,78.8142730975
2012-11-15,156.3449706962,160.1699790028,42.7405623093,50.1086266907,56.4325049064,162.0782188086,77.8005060728,109.4257131623,103.5842401520,126.8170979418,181.7243776725,78.0689351001
2012-11-16,154.7083083182,161.4669014258,42.6341244984,50.1419531849,56.1017605457,166.8494265984,80.0473402836,107.6942544953,104.2281985826,127.2979944860,176.6673402285,78.5360210643
2012-11-19,153.7502824729,159.5785943539,42.9232757210,50.7084833011,56.0142511409,164.2923812328,81.6905970567,104.9121659868,103.6335401119,128.3329750230,181.8651351078,79.6274900965
2012-11-20,155.3952544970,159.9798872451,43.0183564831,51.2302987816,55.4297446703,164.3345814773,80.7966827956,102.8871863909,103.2299716892,128.8163945832,181.7380821098,80.7909948337
2012-11-21,153.2645106109,153.7144052690,43.7076854514,52.5281973557,55.9899062849,168.5699822218,80.0590842762,104.1334787899,102.9151089881,127.5971165835,181.1512510784,80.7592971732
2012-11-22,148.8991441974,157.4081050299,44.2607530720,52.2617817960,55.5854531944,168.3807069975,81.5381654469,102.5445739010,101.8481603662,127.2724651273,180.8875413865,83.6258236833
2012-11-23,147.5025653871,155.9433125987,43.9102679894,52.7989939638,56.4346680343,168.7632701382,79.6918944896,99.7876394636,103.3343048641,129.9273705975,178.3529663620,80.1170253670
2012-11-26,149.0021833856,151.7151174418,45.3450390784,50.0094370361,55.5068289227,166.8166136333,81.7418975672,100.3340891282,101.7019004295,130.3289205152,183.6573361769,81.0101098299
2012-11-27,148.2565144681,153.0207909674,44.5614636329,48.2178755474,56.2158857431,168.6762539776,79.0654512987,99.1355832594,102.8374859225,131.6043451306,180.7222928186,82.5291889924
2012-11-28,147.2372686203,154.7154668733,44.7410035258,49.5887845803,57.1524849705,168.4872850705,79.7814234170,98.9447984601,102.5293704536,128.9763855490,184.7378036404,79.9771399288
2012-11-29,149.8103434609,153.6201909587,44.2962058995,50.0703489174,58.0745289965,171.5151689833,81.8709550099,99.4743611956,104.3265797732,129.5220925665,177.4672051878,79.2122685379
2012-11-30,148.3545913551,152.9309373692,43.8661093904,50.7360651231,57.2660465044,167.9438977651,81.3970563199,98.7277222444,104.0926691452,128.8715582364,177.9542827513,80.2402104451
2012-12-03,149.2053100338,152.6646623938,44.1092905179,50.6211652704,57.5233524950,169.8436027239,81.4020178949,99.6594701079,104.1239266529,128.7177315714,188.5790571999,78.5978511019
2012-12-04,147.5534324525,155.3405136170,44.3854145302,51.4672330699,57.6351112794,170.2000985886,80.5915100247,100.8264364829,103.2993446384,129.4093331679,183.1117865197,79.6561174587
2012-12-05,145.2417529161,155.7200788236,44.1587600110,52.5169659963,58.4221862928,168.5493970268,78.8849365094,99.5157657953,102.4005639959,129.7235068587,184.3387481450,80.3612220630
2012-12-06,144.7863085821,153.1196644427,44.4658469465,51.5699054686,57.5604168208,171.2815100314,81.1847716235,101.5745860487,102.2407352421,131.8828514047,184.3570044632,78.7802631198
2012-12-07,145.3087512385,153.5185599753,44.5952391002,50.9969165706,58.8058327147,173.3182852052,79.4811564762,101.1630337689,102.9342223373,132.8631011242,183.9646818307,79.2194857512
2012-12-10,144.6388388737,150.8658086140,44.9356970048,49.7767515151,58.6860721126,171.5957198579,79.8310549005,100.1393469324,102.8312909623,132.5904180680,185.7449704258,79.6208627954
2012-12-11,147.1181763341,147.5325320178,44.6025308053,50.9258729189,58.3420894932,173.5953052753,79.7399220626,102.8175311875,103.0709344148,134.0557496267,180.9955170466,78.8146692740
2012-12-12,147.5486948536,145.8717627309,44.2718091035,49.3737670118,56.9565124103,173.7409194684,80.6287423858,105.3581565826,103.1969783964,134.9484447912,182.6979374252,80.7834929306
2012-12-13,149.4396152812,142.1510319563,43.9043725046,49.9452628943,56.1672758601,172.6922429903,83.3558218669,108.4546812177,104.8095467862,136.1976520367,180.0936853550,81.4762495629
